type,length,thickness,fault_flg
B,134.32584518240623,26.4590496131952,FALSE
E,287.42712454325795,13.345945052186211,FALSE
D,203.3928404754084,0.20667779404963674,FALSE
A,198.25136377031262,5.54082986347095,FALSE
D,116.02836851948598,22.63525453856518,FALSE
C,336.0910589948529,20.255376550608386,FALSE
D,83.8030350731645,1.1097150171814334,TRUE
D,117.44621272809795,10.372835238683308,FALSE
C,222.0601179554394,20.157416937552984,TRUE
C,335.72784080227865,53.28921156357479,FALSE
D,111.783328470986,7.267456952046255,TRUE
C,395.4901119642418,0.4512079693446999,FALSE
C,350.5048155764863,22.834785705885466,FALSE
D,169.49525679190128,29.855162883338483,FALSE
B,276.99322011736507,9.037740638046724,FALSE
C,386.77538179360766,70.16350221703631,FALSE
A,154.87547308917365,26.928494637116135,FALSE
A,92.95524230822379,6.848690585845599,FALSE
A,148.01178044926147,25.53671306347744,FALSE
D,146.69129374451325,2.7839582191343006,FALSE
B,211.8174261901986,31.568869742118554,FALSE
E,277.14850398314667,None,FALSE
C,293.5674423404435,35.73797524561954,FALSE
D,210.66168544415675,16.202948223622478,FALSE
D,191.8601182302172,None,FALSE
C,365.64397581083426,70.38147946802582,FALSE
D,181.67748430999592,7.508205166061077,FALSE
D,95.30062278013543,12.139418896590236,FALSE
D,132.3114240780354,1.5022670839970602,FALSE
E,233.59952851431441,38.54483499140335,FALSE
C,432.67910899730055,34.5291112331138,FALSE
E,265.878250915982,33.73454781598427,FALSE
C,449.3590679411487,41.34867258446619,FALSE
C,243.76683731593636,33.339714472430266,FALSE
E,259.1605492493467,19.272636938963426,FALSE
A,179.090494197538,32.17162952758487,FALSE
B,240.96633964709753,35.455406916026284,FALSE
D,94.73950856384967,None,FALSE
B,184.78574170019436,6.821274135388977,FALSE
A,142.51097451505518,27.780731198191095,FALSE
B,186.49113451593894,None,FALSE
B,297.40490674272667,50.85188700016212,FALSE
D,125.76350376779622,23.294053306095392,FALSE
A,172.47404981244293,6.085523871139938,FALSE
D,222.3680788516698,42.85800925596396,FALSE
D,182.72833641475904,14.346275313856134,FALSE
E,161.00172993275476,9.256134220009466,FALSE
D,156.62881693765218,30.943442069150176,FALSE
E,233.53914337652645,35.46332221101577,FALSE
D,167.0800068955421,None,FALSE
A,205.75607402497934,21.028264379908798,FALSE
E,137.6158229649801,15.399191366235856,FALSE
A,130.1031976232523,21.603102555939163,FALSE
E,189.04057875834596,19.834317062472994,FALSE
A,116.2596318766254,18.22924543754416,FALSE
D,186.24106677481075,1.0471512012511095,FALSE
C,395.9823762556979,47.18929706682076,FALSE
B,256.5604800398545,24.03646544766282,FALSE
A,89.6443971925737,6.3395742405795295,FALSE
D,224.06502723973142,26.029467446230065,FALSE
E,293.47729043740236,12.025740328381328,FALSE
E,159.91070898790537,3.7614003979713853,FALSE
C,198.04321967707057,None,FALSE
D,158.56708639458395,22.336028321678494,FALSE
D,137.10870842259186,13.928600159766322,FALSE
A,112.11052982220203,15.667248434621325,FALSE
A,83.3767892021455,2.79235317176508,FALSE
D,80.40460847292476,9.975336062759327,FALSE
D,127.316106912334,1.6067541938618985,FALSE
B,110.28180626944742,7.305177566049657,TRUE
D,209.08636313461398,36.723239392461544,FALSE
D,197.45595986216696,0.8286538054073834,FALSE
A,196.0363943133489,27.213593580538316,FALSE
B,259.328574630138,36.360959621964206,FALSE
C,220.38053032885554,40.68751567124865,FALSE
A,201.79240454662278,8.882872161962203,FALSE
D,145.71966597314398,22.07129023065622,FALSE
A,93.41014855457372,None,TRUE
B,225.06906223454843,41.232556229116696,FALSE
C,315.3101444920591,23.896895803044952,FALSE
A,192.26553002938022,6.970840480465558,FALSE
C,213.6023587469466,1.402309831970423,FALSE
A,199.3270412792168,9.612863235288081,FALSE
B,209.89086669849843,3.961737771769026,FALSE
A,166.59699282457936,15.861490317576669,FALSE
E,167.98445835589777,25.958578415233724,FALSE
C,228.04640765364712,16.601084862674004,FALSE
E,206.8161203946656,15.612306946703352,FALSE
D,144.76407468410707,None,FALSE
A,158.0265193352004,25.444785512364685,FALSE
E,272.32750478191895,53.559370991333374,FALSE
B,131.5124961432144,17.670215263131414,FALSE
D,201.45439993720098,None,FALSE
A,125.72775029484058,1.5638068168034296,FALSE
D,88.37043139650191,17.130411720172322,FALSE
A,77.41504433159932,None,FALSE
B,134.37089781979304,17.645075465428715,FALSE
B,164.341558152625,9.54903597542992,FALSE
B,188.7995498199183,30.2224276272213,FALSE
D,172.51507114175178,12.605518772470695,FALSE
A,130.021067594622,None,FALSE
A,221.05607750362836,34.479683154618364,FALSE
D,152.05095471677373,15.942663031935693,FALSE
D,82.94953621909109,9.10937377772457,FALSE
E,202.49988798552118,12.930346387177016,FALSE
A,216.7665875981211,36.62811776137307,FALSE
C,403.6624120942276,39.347925749760165,FALSE
A,97.66544972875876,0.7822711273634223,TRUE
D,167.4585783597638,28.701514994823945,FALSE
A,104.41589686311437,13.279129162674064,FALSE
A,217.48498987275852,8.724398492069875,FALSE
C,212.53516903068743,28.702218272249908,FALSE
A,168.97544369835393,12.019934377311504,FALSE
C,348.08100394098307,29.04142711158899,FALSE
D,184.36625840228672,12.497004313150404,FALSE
E,268.4622279082392,39.67984284777181,FALSE
B,169.51205324560817,30.644882096202508,FALSE
D,196.47435828727788,3.077978585938799,FALSE
D,119.9592963052381,12.895248416764483,FALSE
C,264.02893171300315,0.4503595431182392,FALSE
C,287.71122304233717,1.5607835638050944,FALSE
D,99.08763332219051,3.4455242709565317,FALSE
B,135.14285118586,1.5188626172384678,FALSE
E,116.86392515283184,8.915031537485712,FALSE
E,167.1048536103788,None,FALSE
A,77.77992746267778,7.479241990310379,FALSE
B,159.81183024669042,29.34753495489882,FALSE
B,254.6827094589986,3.066029350623094,FALSE
C,431.04970222542084,60.74967470369684,FALSE
C,152.1014157251312,None,FALSE
E,247.64182133492878,7.551174943933341,FALSE
B,253.16374026067993,48.972493540981155,FALSE
B,104.86125281160878,9.853331687770352,FALSE
B,147.87097768148752,None,FALSE
B,282.55714462221084,25.482254017460598,FALSE
B,271.5415593974805,0.7816951105784672,FALSE
D,189.22578104547387,10.336806090646911,FALSE
C,313.18523550351875,43.53065036916176,FALSE
E,124.65721099483127,4.9127478801857265,TRUE
B,124.57824440542957,13.79887339485421,FALSE
C,249.72479442224275,15.790019197411075,FALSE
C,278.69502667862895,38.98202635155265,FALSE
C,216.95221477129462,8.761811234759465,FALSE
C,237.92558074939734,13.372579987942581,FALSE
C,444.67931263087854,42.013577302760794,FALSE
D,186.83020888620058,12.921433092693116,FALSE
B,179.99012419979198,32.87844126095091,FALSE
C,375.10194436184486,24.891716687414917,FALSE
D,194.55611595547228,20.00360986921513,FALSE
C,175.42587044374645,26.715111773100464,FALSE
D,185.32184074043812,6.087063911786318,FALSE
A,197.46106189131424,1.3101775727470761,FALSE
B,248.11369537311435,3.1892130785746353,FALSE
B,287.2082816800235,None,FALSE
B,113.22667759333154,4.5186625518816,FALSE
E,209.29567921927398,2.0946479671634135,FALSE
D,116.04289303169747,3.9442482285061207,FALSE
A,154.01217331449865,26.108392566773926,FALSE
B,197.88336833258288,20.888574446351466,FALSE
B,190.1576564751496,4.814325875711222,FALSE
C,286.81207060641384,38.08482636323924,FALSE
D,187.4385054363639,26.246617792489538,FALSE
E,279.0283988551369,1.3602874583901134,FALSE
B,199.21098556044745,37.59430817944603,FALSE
C,182.66654909681628,1.721190548758925,FALSE
E,148.45018191104515,23.85725026258664,FALSE
E,208.65071869378528,26.067190432328076,FALSE
E,247.21078375350362,8.230367871619405,FALSE
C,417.16068083052227,4.699548244310972,FALSE
E,171.1515839822106,21.01976290975049,TRUE
A,107.69914816726647,7.890867103731776,FALSE
B,234.15037874326177,19.391543953303987,FALSE
C,360.0682106898267,57.48352486079564,FALSE
C,187.2248600466612,None,TRUE
E,122.87976776502492,13.335722061869548,FALSE
C,169.15796758058733,15.378846068731924,FALSE
B,128.93821334380826,2.058536887011366,FALSE
A,159.82765389392944,30.348724875661233,FALSE
A,80.73613199496745,5.970338841255748,FALSE
C,222.57574772059067,12.375805853561609,FALSE
C,211.64126019572214,34.44049512841125,FALSE
E,190.64432301517962,20.058112485942463,FALSE
D,171.25585435102334,23.889026948322016,FALSE
D,131.39523333432348,22.20185569214168,FALSE
D,118.94399246200982,1.2250185013869834,FALSE
A,137.0727479428532,3.8855986188997833,FALSE
A,153.10326537405794,24.751169179072605,FALSE
A,174.3826742294528,4.689129102953458,FALSE
D,207.18558058946354,0.500511630751021,FALSE
B,169.25303116554846,13.277954856460807,FALSE
A,75.88362582093326,0.2745711110871916,FALSE
D,216.87759704312882,21.149363690647057,FALSE
D,157.30921934982237,31.43990235649155,FALSE
C,413.9900450928955,33.21544968399704,FALSE
B,130.65714437819872,14.116983026599897,FALSE
A,178.56540165505544,16.791548428384186,FALSE
D,150.16148659080594,22.039022057655107,FALSE
C,402.97028109056595,43.88932235818536,FALSE
D,153.30459239345038,24.856900537067055,FALSE
D,114.33396459382934,0.6525654573005306,FALSE
C,392.0601534342931,65.03103512847075,FALSE
D,135.0621816289735,1.4163645109819072,FALSE
E,182.89039157143984,17.384506496049628,FALSE
C,447.61640324006027,None,FALSE
D,168.21725870237174,None,FALSE
A,94.11525410851812,0.698252239387123,FALSE
C,400.2900447096289,54.261007772075196,FALSE
E,119.88233799471608,17.070662163680012,FALSE
A,170.48916427940782,None,FALSE
C,343.58330326339416,8.526814682083918,FALSE
D,149.95198816668469,16.534586577007435,FALSE
D,121.65330305822413,15.74429224549285,FALSE
B,208.59842068223716,None,FALSE
B,210.3248512889281,12.881472361878648,FALSE
A,150.04822290030492,26.66953306697525,FALSE
D,212.2435064700426,None,FALSE
E,255.877028907436,39.1753384017763,FALSE
E,227.27695503587654,None,FALSE
A,81.47857818043462,8.840797938661387,FALSE
E,145.75762348602632,None,FALSE
B,156.8769455953419,3.143897111365951,FALSE
C,224.02795465224614,12.346579113593247,FALSE
D,133.6548731959509,14.720705511260132,FALSE
D,217.84582007082582,14.262493185023743,FALSE
E,143.65451537898807,None,FALSE
E,101.22432276314765,8.982363748277626,FALSE
A,100.5775110360288,7.273460296274569,FALSE
D,79.61904136378712,15.476531559463485,FALSE
D,170.4753709531508,10.759278508086977,FALSE
E,107.55878465113437,16.50800715169668,FALSE
C,300.6955359808912,59.39841421393333,FALSE
C,336.39809970196626,None,FALSE
A,129.01580284932623,9.712731833144467,FALSE
A,90.3712084741872,8.83605398644575,FALSE
C,324.51083361968944,23.909818778912783,FALSE
A,188.72957661256595,9.960879930008346,FALSE
A,108.30638630106503,2.4432044229897976,FALSE
B,133.4416362345252,24.216300379112038,FALSE
A,118.00285670899507,19.610152739035925,FALSE
A,206.4120392632094,None,FALSE
C,331.8639073825293,57.60912127508247,FALSE
D,187.18885848897926,25.82454206798356,FALSE
C,284.2388245482115,16.78279892041829,TRUE
C,375.0431383388814,11.973502715558473,FALSE
D,136.41714586705956,22.553293051446456,FALSE
B,251.87828780945495,46.57480625649631,FALSE
D,93.04430019194969,2.091097300811424,FALSE
E,139.1201580439073,12.39815798568987,FALSE
D,92.31578775453649,18.3463729812396,FALSE
C,317.8780474869255,37.934933170978596,FALSE
B,230.8058484120278,38.854667414057154,FALSE
A,120.8061342000009,17.671093219157882,FALSE
C,306.07928975333516,23.317298474252976,FALSE
D,177.69744897452208,None,FALSE
D,98.35427539593955,2.6030927572020213,FALSE
D,113.67867740159997,1.4151557040692744,FALSE
B,204.72115850671796,None,FALSE
A,78.75853407516513,15.49869524860132,FALSE
E,210.2880259904053,26.2939313434844,FALSE
B,245.7727229989941,26.228741187869254,FALSE
B,220.627644337854,None,FALSE
B,167.97257986270375,9.53013283766385,FALSE
E,228.6062658151084,38.02699319536465,FALSE
B,141.8415594941494,2.863472935242551,FALSE
E,293.89921009780886,14.851717465925478,FALSE
D,142.8873098813691,16.560486713281062,FALSE
D,113.33586981087157,None,FALSE
B,160.33065193931702,21.812057906304666,FALSE
C,173.26397906380592,15.627558752381997,FALSE
E,246.41442292347202,26.017388605901758,FALSE
C,195.11736564151084,20.26905277680145,FALSE
B,124.17616579566382,16.71449024879298,FALSE
A,183.86745335340996,31.886848645372382,FALSE
D,201.94525288601423,None,FALSE
C,239.69975325429854,42.06800836991797,FALSE
D,150.70907299087833,7.598372146724678,FALSE
D,223.63131811177306,28.328508846593625,FALSE
B,192.35415221999187,31.730929234311667,FALSE
E,212.85252080455638,15.30256606811659,FALSE
E,186.37314503050794,3.8796070969356453,FALSE
E,184.18500637359662,14.554634893195937,FALSE
D,179.61861500166987,28.689746163606994,FALSE
B,227.2711050150638,15.622442668065847,FALSE
C,182.74376025988548,24.04983931321551,FALSE
C,344.97843089809265,15.644446171695513,FALSE
A,178.39744785399293,29.412648550114426,FALSE
C,341.82162250647974,44.08144946194986,FALSE
B,275.9272895210726,10.257870305126414,FALSE
D,168.63056998498095,23.654529721830777,FALSE
A,153.1250427337138,None,FALSE
B,207.7786605485783,26.690754509354537,FALSE
D,101.66060667117868,5.140461133980973,FALSE
D,208.46831448154708,27.627507148460527,FALSE
A,89.46218712830056,None,FALSE
B,296.1090801510065,31.4779266993957,FALSE
E,185.66040744690315,7.755646098948935,FALSE
C,358.6558392233587,62.13829110306471,FALSE
B,227.1364926409425,4.610205225095966,FALSE
B,295.49619797368194,2.9684097613307556,FALSE
B,265.41839613230485,None,FALSE
C,197.2475309993757,None,FALSE
E,137.21259297202099,21.293353164851208,FALSE
A,81.28126309731415,7.551141168344654,FALSE
C,248.80909422483228,39.70436693757009,FALSE
C,217.85147547299323,39.14349236896299,FALSE
D,169.13275811491403,10.72756053663256,FALSE
E,139.5274492884095,15.968640800317097,FALSE
D,118.99106582338145,12.816692380104646,FALSE
D,136.5681381316286,16.941076837025584,FALSE
C,315.99599405179055,20.636442050371805,FALSE
E,126.3686828749949,8.256248278412667,FALSE
E,272.0859843051405,53.891502741907615,FALSE
B,153.36354282105992,3.046161192239356,TRUE
B,287.1463421071809,14.569316982205152,FALSE
D,169.5807984112058,24.973329329416693,FALSE
C,227.55338474764943,25.84846435180934,FALSE
D,188.76983833575156,13.94871011912559,FALSE
C,265.41695799720094,None,FALSE
C,221.31383421289777,31.17182652904944,FALSE
A,158.31161792455114,26.952945427378012,FALSE
E,179.33992864504322,10.372029243493317,FALSE
C,267.5921863283485,None,FALSE
A,220.10248916100034,14.76859534238138,FALSE
B,255.3442212142111,38.12844726663687,FALSE
D,107.64098848684982,9.61438734980708,FALSE
C,326.37400720172246,21.34090866622513,FALSE
B,172.47745563570697,33.77995061131518,FALSE
A,102.41083655098497,10.769344065173707,TRUE
A,101.85802420744739,19.221189307461362,FALSE
C,175.38277685377668,20.534609840155742,FALSE
C,265.2588855134129,42.77844208680097,TRUE
A,149.3742995501289,8.90211613611581,FALSE
C,292.400316923434,15.008952523367837,FALSE
C,250.31440332333034,30.320070636547445,FALSE
B,192.5968733746633,29.130976726246153,FALSE
C,432.4425227252385,8.052339461751668,FALSE
B,276.8772609288904,35.11722378145251,FALSE
C,183.90993152555853,None,FALSE
D,215.71374993963357,35.27338886128974,FALSE
C,435.1397005076295,0.6336282895682525,FALSE
E,143.97694960215475,3.707374834074689,FALSE
D,161.57860335713863,None,FALSE
E,287.1014655225966,46.43850011777623,FALSE
D,138.5244908973037,19.97904770330741,FALSE
D,192.25367207492778,36.460794902603965,FALSE
E,133.31176945048227,16.27352432747859,FALSE
B,255.50054056666295,None,FALSE
B,280.844287863659,5.57874842541539,FALSE
B,198.46295730163484,22.36986760356798,FALSE
E,299.3179738173012,22.076113398692595,FALSE
B,156.31575174960642,30.43898621717191,FALSE
C,228.24394601793628,None,TRUE
B,289.43386434133913,52.83892097240091,FALSE
E,283.71240713491216,46.56738760555428,FALSE
D,188.09968764307834,35.60108116388009,FALSE
D,108.64550919963801,18.06224493143369,FALSE
E,142.66228428879293,6.844932468964189,FALSE
D,85.67803134071796,16.156893059337314,FALSE
D,138.68403836311012,9.110012306901826,FALSE
D,88.81101426227663,3.727315369858479,FALSE
D,144.10094239215957,25.866516102171822,FALSE
B,249.8081482609356,20.082721595908538,FALSE
E,213.41750603205725,34.50983839440457,FALSE
C,340.32221867696666,None,FALSE
E,235.737083355212,33.968817643070636,FALSE
B,186.54611836052183,18.9889833046819,FALSE
C,312.1212692252877,61.48316680078914,FALSE
A,199.50070755932563,26.773345167990932,FALSE
C,182.67892643207688,10.136377451469299,FALSE
B,124.28706757516281,11.633319268498413,FALSE
D,129.7194653924398,None,FALSE
E,231.90468152952047,35.945535781802434,FALSE
E,232.80411120722633,4.666495744090174,FALSE
E,109.59971874093249,16.06299196760124,TRUE
E,244.76257767469423,None,FALSE
C,370.87569861234573,15.039706499216805,FALSE
A,125.57943672357321,5.634873394308934,FALSE
D,88.30151373318398,11.676207480360393,FALSE
C,320.0654470800362,51.32171422059528,FALSE
A,164.28393340855283,25.085919231155213,FALSE
E,107.82400069623603,17.04281726056836,FALSE
A,90.0574387620232,7.0517630974076155,FALSE
E,127.63996805806698,12.207534502022607,FALSE
D,166.63945731627769,3.9090901079880784,FALSE
A,192.8089653360709,4.621884060707805,FALSE
A,215.37361507964783,None,FALSE
B,175.8250831325282,10.59124589329608,FALSE
D,116.07547430195152,7.6467989705554285,FALSE
B,226.74231843651293,21.588925420449012,FALSE
A,98.95863978364986,8.197220987997255,TRUE
B,174.97540943389492,1.1046769558691372,FALSE
D,126.25042771922884,6.826802174768163,FALSE
E,258.69060214717,12.875047904601475,FALSE
A,101.3350618114158,12.458922601951496,FALSE
E,273.4819707832889,28.997639725883417,FALSE
A,134.11630198291274,23.867958468942735,FALSE
D,109.69676055815162,0.013035874139461714,FALSE
E,120.19623997754951,7.489862830915511,FALSE
D,88.10691582072734,None,FALSE
D,90.57467856371262,4.105199395892319,FALSE
E,182.1901103048649,None,FALSE
C,270.2923287032873,34.2127718635387,FALSE
B,227.90484107664284,25.90904169877654,FALSE
B,260.35456155978795,2.243417875300614,FALSE
B,276.3856775530298,29.412458528743237,FALSE
B,287.87650774768883,50.158402122227855,FALSE
C,388.131306575149,None,FALSE
E,274.0688721381259,26.725654909317846,FALSE
E,283.6986330511507,45.93650662286189,FALSE
E,256.3590053012493,44.48757628546763,FALSE
D,224.05095261692526,2.944326650780211,FALSE
A,223.62428880455565,37.56327730954695,FALSE
A,187.79689188374806,3.645561664380034,FALSE
C,173.16855813072493,None,FALSE
C,212.35417502329537,38.85799569769216,TRUE
E,156.2380143827257,23.344982894369277,FALSE
C,436.9025847982535,56.55246772325387,FALSE
E,245.17787893038349,11.31403744044786,FALSE
D,117.07069687303812,None,FALSE
C,237.19047364484936,9.612056157125057,FALSE
C,442.84211218096704,18.087154515225958,FALSE
D,113.98662847003682,7.565895095852063,FALSE
E,282.70846159783554,28.02708800897826,FALSE
A,76.98301385887092,1.506188132733428,FALSE
A,178.60238896354497,11.086862572469371,FALSE
B,158.40686046103085,23.55495515866883,TRUE
A,99.39704866985032,2.0125427004606204,FALSE
A,206.50812317805065,11.465866360010182,FALSE
A,150.59553695159974,28.55576671865764,FALSE
A,138.82275754743998,7.790929491425637,FALSE
B,258.168739565429,32.43132378846594,FALSE
C,347.44886342226425,39.03576973920477,FALSE
E,208.90609961348554,34.059907634584405,FALSE
B,216.61139854995835,23.869966116088325,FALSE
A,198.98812947143776,31.631090013607206,FALSE
C,318.0105265175877,54.19304964282839,FALSE
E,130.05927152337873,1.121435374008816,FALSE
E,243.88158937274858,8.829334005953147,FALSE
D,90.55739322412889,5.868039594449331,FALSE
A,135.64884310012295,26.568182185104895,FALSE
B,111.94488196648955,3.7587189652158854,FALSE
A,191.7165400767972,29.25522144602931,FALSE
E,113.15311801421007,3.0854566373728254,FALSE
D,113.91176531793492,4.650570642042523,FALSE
B,262.05543320996725,42.350273187533176,FALSE
A,77.71972631696207,None,FALSE
C,300.2759119170169,57.28738466859606,FALSE
D,86.78219092596535,8.605863639790138,FALSE
B,275.6142745757352,43.09129244928963,FALSE
C,357.3359534488314,5.206874071526449,FALSE
B,188.43115452508655,25.38480135672273,FALSE
B,219.89848040979066,24.617991775990838,FALSE
D,106.15798508197905,17.91914305529652,FALSE
A,131.61703940142664,2.7384830507464084,FALSE
A,210.72098057179807,3.7571314043772137,FALSE
A,135.44017874653747,14.673517820504415,FALSE
A,222.91650269232943,26.59289359162161,FALSE
E,223.18399229398764,9.974557563882456,FALSE
A,204.99139285608507,3.630681850500358,FALSE
A,174.4195865241943,20.04236656640582,FALSE
A,217.7005258451181,0.1595361327581876,FALSE
A,86.62415146545902,4.41548834442763,FALSE
B,285.9009226434149,50.14750833326688,FALSE
B,135.8394230967716,23.63571702818135,FALSE
E,132.68697442033022,25.04269663949465,FALSE
C,281.7034611150913,9.063086725069393,FALSE
C,301.76445812593624,19.06989627956014,FALSE
A,147.4222053710491,19.57343475241877,FALSE
B,268.3020989786865,39.649930312287744,FALSE
D,114.4529996930904,15.31621241509092,FALSE
E,118.43897917378712,None,TRUE
D,111.37770232203933,3.149217616802598,FALSE
A,146.98259934997068,18.205163280766307,FALSE
E,125.72470876306072,8.491794017252126,FALSE
D,94.13759263384055,18.462935470406467,FALSE
B,282.73528073473545,4.9324153572489395,FALSE
D,75.504990054161,0.09087685703548269,FALSE
E,148.4645806047815,4.648168641377552,TRUE
A,125.35652837946863,22.218318243008728,FALSE
B,129.85904051798508,14.996412086744812,FALSE
C,380.2917849327798,66.27033480134469,FALSE
C,241.65761135349373,20.786215055759175,TRUE
C,248.44045102351885,45.69360796276293,FALSE
E,245.13104494606623,23.560772483792395,FALSE
E,206.84415440184947,21.913649425484266,FALSE
D,136.59479960280967,7.387359054097437,FALSE
B,216.00597409346233,17.940919249285056,FALSE
E,161.75170408630208,11.769122197934584,FALSE
D,139.27727753541052,None,FALSE
C,379.21695609970664,51.206266524392426,FALSE
A,151.74621272640815,2.7892153961903285,FALSE
D,206.4485307886867,1.4017457029496732,FALSE
A,99.53552277519093,1.2274482443605932,FALSE
A,133.48121509956545,26.59743467286162,FALSE
E,272.6561547490029,9.663023233624434,FALSE
E,296.2555064693217,31.202735070212857,FALSE
D,126.31886799922361,3.2597996327904077,FALSE
A,110.4323013680473,4.425012271315091,FALSE
E,212.80419123021704,22.173373346680833,FALSE
A,190.04048211260022,18.04549525258136,FALSE
D,102.58231027000626,2.99765641939882,FALSE
D,185.61406874951865,26.145881752823414,FALSE
C,223.18140524882793,9.16759358328273,FALSE
B,130.92983907281504,17.08157071207516,TRUE
A,216.72834133563074,19.422182765722898,FALSE
D,162.40205508945598,10.176641931889598,FALSE
A,112.37923789536133,8.088356547986296,FALSE
E,254.6008579782204,29.71998262599378,FALSE
E,190.7121143869129,16.62186296846547,FALSE
